fia_code;common_name;plants_code;trait;value
20;California red fir;ABMA;Shade Tolerance;Tolerant
20;California red fir;ABMA;Temperature, Minimum (°F);-23
20;California red fir;ABMA;Bloom Period;Late Spring
20;California red fir;ABMA;Commercial Availability;Contracting Only
20;California red fir;ABMA;Fruit/Seed Abundance;High
20;California red fir;ABMA;Fruit/Seed Period Begin;Summer
20;California red fir;ABMA;Fruit/Seed Period End;Fall
20;California red fir;ABMA;Fruit/Seed Persistence;Yes
20;California red fir;ABMA;Propagated by Bare Root;Yes
20;California red fir;ABMA;Propagated by Bulb;No
20;California red fir;ABMA;Propagated by Container;Yes
20;California red fir;ABMA;Propagated by Corm;No
20;California red fir;ABMA;Propagated by Cuttings;Yes
20;California red fir;ABMA;Propagated by Seed;Yes
20;California red fir;ABMA;Propagated by Sod;No
20;California red fir;ABMA;Propagated by Sprigs;No
20;California red fir;ABMA;Propagated by Tubers;No
20;California red fir;ABMA;Seed per Pound;5680
20;California red fir;ABMA;Seed Spread Rate;Slow
20;California red fir;ABMA;Seedling Vigor;Medium
20;California red fir;ABMA;Small Grain;No
20;California red fir;ABMA;Vegetative Spread Rate;None
20;California red fir;ABMA;Berry/Nut/Seed Product;No
20;California red fir;ABMA;Christmas Tree Product;Yes
20;California red fir;ABMA;Fodder Product;No
20;California red fir;ABMA;Fuelwood Product;Low
20;California red fir;ABMA;Lumber Product;Yes
20;California red fir;ABMA;Naval Store Product;No
20;California red fir;ABMA;Nursery Stock Product;Yes
20;California red fir;ABMA;Palatable Browse Animal;Low
20;California red fir;ABMA;Palatable Graze Animal;Low
20;California red fir;ABMA;Palatable Human;No
20;California red fir;ABMA;Post Product;No
20;California red fir;ABMA;Protein Potential;Low
20;California red fir;ABMA;Pulpwood Product;Yes
20;California red fir;ABMA;Veneer Product;Yes
22;noble fir;ABPR;Active Growth Period;Spring and Summer
22;noble fir;ABPR;Bloat;None
22;noble fir;ABPR;C:N Ratio;High
22;noble fir;ABPR;Coppice Potential;No
22;noble fir;ABPR;Fall Conspicuous;No
22;noble fir;ABPR;Fire Resistant;No
22;noble fir;ABPR;Flower Conspicuous;No
22;noble fir;ABPR;Foliage Color;Dark Green
22;noble fir;ABPR;Foliage Porosity Summer;Dense
22;noble fir;ABPR;Foliage Porosity Winter;Dense
22;noble fir;ABPR;Foliage Texture;Medium
22;noble fir;ABPR;Fruit/Seed Color;Purple
22;noble fir;ABPR;Fruit/Seed Conspicuous;Yes
22;noble fir;ABPR;Growth Form;Single Stem
22;noble fir;ABPR;Growth Rate;Rapid
22;noble fir;ABPR;Height at 20 Years, Maximum (feet);25
22;noble fir;ABPR;Height, Mature (feet);230.0
22;noble fir;ABPR;Known Allelopath;No
22;noble fir;ABPR;Leaf Retention;Yes
22;noble fir;ABPR;Lifespan;Long
22;noble fir;ABPR;Low Growing Grass;No
22;noble fir;ABPR;Nitrogen Fixation;None
22;noble fir;ABPR;Resprout Ability;No
22;noble fir;ABPR;Shape and Orientation;Erect
22;noble fir;ABPR;Toxicity;None
22;noble fir;ABPR;Adapted to Coarse Textured Soils;Yes
22;noble fir;ABPR;Adapted to Fine Textured Soils;No
22;noble fir;ABPR;Adapted to Medium Textured Soils;Yes
22;noble fir;ABPR;Anaerobic Tolerance;None
22;noble fir;ABPR;CaCO3 Tolerance;Low
22;noble fir;ABPR;Cold Stratification Required;Yes
22;noble fir;ABPR;Drought Tolerance;Low
22;noble fir;ABPR;Fertility Requirement;Low
22;noble fir;ABPR;Fire Tolerance;Low
22;noble fir;ABPR;Frost Free Days, Minimum;50
22;noble fir;ABPR;Hedge Tolerance;Low
22;noble fir;ABPR;Moisture Use;Low
22;noble fir;ABPR;pH, Maximum;7.5
22;noble fir;ABPR;pH, Minimum;6.0
22;noble fir;ABPR;Planting Density per Acre, Maximum;1200
22;noble fir;ABPR;Planting Density per Acre, Minimum;430
22;noble fir;ABPR;Precipitation, Maximum;120
22;noble fir;ABPR;Precipitation, Minimum;64
22;noble fir;ABPR;Root Depth, Minimum (inches);20
22;noble fir;ABPR;Salinity Tolerance;None
22;noble fir;ABPR;Shade Tolerance;Intermediate
22;noble fir;ABPR;Temperature, Minimum (°F);-23
22;noble fir;ABPR;Bloom Period;Late Spring
22;noble fir;ABPR;Commercial Availability;Contracting Only
22;noble fir;ABPR;Fruit/Seed Abundance;Low
22;noble fir;ABPR;Fruit/Seed Period Begin;Spring
22;noble fir;ABPR;Fruit/Seed Period End;Fall
22;noble fir;ABPR;Fruit/Seed Persistence;Yes
22;noble fir;ABPR;Propagated by Bare Root;Yes
22;noble fir;ABPR;Propagated by Bulb;No
22;noble fir;ABPR;Propagated by Container;Yes
22;noble fir;ABPR;Propagated by Corm;No
22;noble fir;ABPR;Propagated by Cuttings;No
22;noble fir;ABPR;Propagated by Seed;Yes
22;noble fir;ABPR;Propagated by Sod;No
22;noble fir;ABPR;Propagated by Sprigs;No
22;noble fir;ABPR;Propagated by Tubers;No
22;noble fir;ABPR;Seed per Pound;14640
22;noble fir;ABPR;Seed Spread Rate;Slow
22;noble fir;ABPR;Seedling Vigor;Low
22;noble fir;ABPR;Small Grain;No
22;noble fir;ABPR;Vegetative Spread Rate;None
22;noble fir;ABPR;Berry/Nut/Seed Product;No
22;noble fir;ABPR;Christmas Tree Product;Yes
22;noble fir;ABPR;Fodder Product;No
22;noble fir;ABPR;Fuelwood Product;Medium
22;noble fir;ABPR;Lumber Product;Yes
22;noble fir;ABPR;Naval Store Product;No
22;noble fir;ABPR;Nursery Stock Product;Yes
22;noble fir;ABPR;Palatable Browse Animal;Low
22;noble fir;ABPR;Palatable Graze Animal;Low
22;noble fir;ABPR;Palatable Human;No
22;noble fir;ABPR;Post Product;No
22;noble fir;ABPR;Protein Potential;Low
22;noble fir;ABPR;Pulpwood Product;Yes
22;noble fir;ABPR;Veneer Product;Yes
21;Shasta red fir;ABSH;Active Growth Period;Spring and Summer
21;Shasta red fir;ABSH;Bloat;None
21;Shasta red fir;ABSH;C:N Ratio;High
21;Shasta red fir;ABSH;Coppice Potential;No
21;Shasta red fir;ABSH;Fall Conspicuous;No
21;Shasta red fir;ABSH;Fire Resistant;Yes
21;Shasta red fir;ABSH;Flower Color;Brown
21;Shasta red fir;ABSH;Flower Conspicuous;No
21;Shasta red fir;ABSH;Foliage Color;Dark Green
21;Shasta red fir;ABSH;Foliage Porosity Summer;Moderate
21;Shasta red fir;ABSH;Foliage Porosity Winter;Moderate
21;Shasta red fir;ABSH;Foliage Texture;Medium
21;Shasta red fir;ABSH;Fruit/Seed Color;Brown
21;Shasta red fir;ABSH;Fruit/Seed Conspicuous;Yes
21;Shasta red fir;ABSH;Growth Form;Single Stem
21;Shasta red fir;ABSH;Growth Rate;Slow
21;Shasta red fir;ABSH;Height at 20 Years, Maximum (feet);25
21;Shasta red fir;ABSH;Height, Mature (feet);180.0
21;Shasta red fir;ABSH;Known Allelopath;No
21;Shasta red fir;ABSH;Leaf Retention;Yes
21;Shasta red fir;ABSH;Lifespan;Long
21;Shasta red fir;ABSH;Low Growing Grass;No
21;Shasta red fir;ABSH;Nitrogen Fixation;None
21;Shasta red fir;ABSH;Resprout Ability;No
21;Shasta red fir;ABSH;Shape and Orientation;Erect
21;Shasta red fir;ABSH;Toxicity;None
21;Shasta red fir;ABSH;Adapted to Coarse Textured Soils;Yes
21;Shasta red fir;ABSH;Adapted to Fine Textured Soils;No
21;Shasta red fir;ABSH;Adapted to Medium Textured Soils;Yes
21;Shasta red fir;ABSH;Anaerobic Tolerance;None
21;Shasta red fir;ABSH;CaCO3 Tolerance;Low
21;Shasta red fir;ABSH;Cold Stratification Required;Yes
21;Shasta red fir;ABSH;Drought Tolerance;Low
21;Shasta red fir;ABSH;Fertility Requirement;Low
21;Shasta red fir;ABSH;Fire Tolerance;Low
21;Shasta red fir;ABSH;Frost Free Days, Minimum;90
21;Shasta red fir;ABSH;Hedge Tolerance;Low
21;Shasta red fir;ABSH;Moisture Use;Medium
21;Shasta red fir;ABSH;pH, Maximum;7.5
21;Shasta red fir;ABSH;pH, Minimum;6.0
21;Shasta red fir;ABSH;Planting Density per Acre, Maximum;1200
21;Shasta red fir;ABSH;Planting Density per Acre, Minimum;430
21;Shasta red fir;ABSH;Precipitation, Maximum;60
21;Shasta red fir;ABSH;Precipitation, Minimum;30
21;Shasta red fir;ABSH;Root Depth, Minimum (inches);20
21;Shasta red fir;ABSH;Salinity Tolerance;Low
21;Shasta red fir;ABSH;Shade Tolerance;Intermediate
21;Shasta red fir;ABSH;Temperature, Minimum (°F);-23
21;Shasta red fir;ABSH;Bloom Period;Mid Spring
21;Shasta red fir;ABSH;Commercial Availability;Contracting Only
21;Shasta red fir;ABSH;Fruit/Seed Abundance;High
21;Shasta red fir;ABSH;Fruit/Seed Period Begin;Spring
21;Shasta red fir;ABSH;Fruit/Seed Period End;Fall
21;Shasta red fir;ABSH;Fruit/Seed Persistence;Yes
21;Shasta red fir;ABSH;Propagated by Bare Root;Yes
21;Shasta red fir;ABSH;Propagated by Bulb;No
21;Shasta red fir;ABSH;Propagated by Container;Yes
21;Shasta red fir;ABSH;Propagated by Corm;No
21;Shasta red fir;ABSH;Propagated by Cuttings;No
21;Shasta red fir;ABSH;Propagated by Seed;Yes
21;Shasta red fir;ABSH;Propagated by Sod;No
21;Shasta red fir;ABSH;Propagated by Sprigs;No
21;Shasta red fir;ABSH;Propagated by Tubers;No
21;Shasta red fir;ABSH;Seed per Pound;5680
21;Shasta red fir;ABSH;Seed Spread Rate;Slow
21;Shasta red fir;ABSH;Seedling Vigor;Medium
21;Shasta red fir;ABSH;Small Grain;No
21;Shasta red fir;ABSH;Vegetative Spread Rate;None
21;Shasta red fir;ABSH;Berry/Nut/Seed Product;No
21;Shasta red fir;ABSH;Christmas Tree Product;Yes
21;Shasta red fir;ABSH;Fodder Product;No
21;Shasta red fir;ABSH;Fuelwood Product;Low
21;Shasta red fir;ABSH;Lumber Product;Yes
21;Shasta red fir;ABSH;Naval Store Product;No
21;Shasta red fir;ABSH;Nursery Stock Product;Yes
21;Shasta red fir;ABSH;Palatable Browse Animal;Low
21;Shasta red fir;ABSH;Palatable Graze Animal;Low
21;Shasta red fir;ABSH;Palatable Human;No
21;Shasta red fir;ABSH;Post Product;No
21;Shasta red fir;ABSH;Pulpwood Product;Yes
21;Shasta red fir;ABSH;Veneer Product;Yes
6001;blackbrush wattle;ACAN4;NA;NA
6002;mulga;ACAN10;NA;NA
6003;auri;ACAU;NA;NA
6004;small Philippine acacia;ACCO;NA;NA
6016;silver wattle;ACDE3;NA;NA
6017;green wattle;ACDE;NA;NA
303;sweet acacia;ACFA;NA;NA
6006;koa;ACKO;Active Growth Period;Year Round
6006;koa;ACKO;Bloat;None
6006;koa;ACKO;C:N Ratio;Low
6006;koa;ACKO;Coppice Potential;No
6006;koa;ACKO;Fall Conspicuous;No
6006;koa;ACKO;Fire Resistant;No
6006;koa;ACKO;Flower Color;Yellow
6006;koa;ACKO;Flower Conspicuous;No
6006;koa;ACKO;Foliage Color;Green
6006;koa;ACKO;Foliage Porosity Summer;Moderate
6006;koa;ACKO;Foliage Porosity Winter;Moderate
6006;koa;ACKO;Foliage Texture;Medium
6006;koa;ACKO;Fruit/Seed Color;Brown
6006;koa;ACKO;Fruit/Seed Conspicuous;No
6006;koa;ACKO;Growth Form;Single Stem
6006;koa;ACKO;Growth Rate;Moderate
6006;koa;ACKO;Height at 20 Years, Maximum (feet);100
6006;koa;ACKO;Height, Mature (feet);110.0
6006;koa;ACKO;Known Allelopath;No
6006;koa;ACKO;Leaf Retention;Yes
6006;koa;ACKO;Lifespan;Long
6006;koa;ACKO;Low Growing Grass;No
6006;koa;ACKO;Nitrogen Fixation;High
6006;koa;ACKO;Resprout Ability;Yes
6006;koa;ACKO;Shape and Orientation;Erect
6006;koa;ACKO;Toxicity;None
6006;koa;ACKO;Adapted to Coarse Textured Soils;Yes
6006;koa;ACKO;Adapted to Fine Textured Soils;Yes
6006;koa;ACKO;Adapted to Medium Textured Soils;Yes
6006;koa;ACKO;Anaerobic Tolerance;None
6006;koa;ACKO;CaCO3 Tolerance;Medium
6006;koa;ACKO;Cold Stratification Required;No
6006;koa;ACKO;Drought Tolerance;Medium
6006;koa;ACKO;Fertility Requirement;Medium
6006;koa;ACKO;Fire Tolerance;Medium
6006;koa;ACKO;Frost Free Days, Minimum;365
6006;koa;ACKO;Hedge Tolerance;Medium
6006;koa;ACKO;Moisture Use;Medium
6006;koa;ACKO;pH, Maximum;7.0
6006;koa;ACKO;pH, Minimum;5.0
6006;koa;ACKO;Planting Density per Acre, Maximum;700
6006;koa;ACKO;Planting Density per Acre, Minimum;300
6006;koa;ACKO;Precipitation, Maximum;200
6006;koa;ACKO;Precipitation, Minimum;50
6006;koa;ACKO;Root Depth, Minimum (inches);30
6006;koa;ACKO;Salinity Tolerance;None
6006;koa;ACKO;Shade Tolerance;Intolerant
6006;koa;ACKO;Temperature, Minimum (°F);31
6006;koa;ACKO;Bloom Period;Spring
6006;koa;ACKO;Commercial Availability;Routinely Available
6006;koa;ACKO;Fruit/Seed Abundance;Medium
6006;koa;ACKO;Fruit/Seed Period Begin;Spring
6006;koa;ACKO;Fruit/Seed Period End;Summer
6006;koa;ACKO;Fruit/Seed Persistence;Yes
6006;koa;ACKO;Propagated by Bare Root;Yes
6006;koa;ACKO;Propagated by Bulb;No
6006;koa;ACKO;Propagated by Container;Yes
6006;koa;ACKO;Propagated by Corm;No
6006;koa;ACKO;Propagated by Cuttings;Yes
6006;koa;ACKO;Propagated by Seed;Yes
6006;koa;ACKO;Propagated by Sod;No
6006;koa;ACKO;Propagated by Sprigs;No
6006;koa;ACKO;Propagated by Tubers;No
6006;koa;ACKO;Seed per Pound;4900
6006;koa;ACKO;Seed Spread Rate;Moderate
6006;koa;ACKO;Seedling Vigor;Medium
6006;koa;ACKO;Small Grain;No
6006;koa;ACKO;Vegetative Spread Rate;None
6006;koa;ACKO;Berry/Nut/Seed Product;No
6006;koa;ACKO;Christmas Tree Product;No
6006;koa;ACKO;Fodder Product;No
6006;koa;ACKO;Lumber Product;Yes
6006;koa;ACKO;Naval Store Product;Yes
6006;koa;ACKO;Nursery Stock Product;Yes
6006;koa;ACKO;Palatable Browse Animal;High
6006;koa;ACKO;Palatable Human;No
6006;koa;ACKO;Post Product;No
6006;koa;ACKO;Pulpwood Product;No
6006;koa;ACKO;Veneer Product;Yes
6007;koaoha;ACKO2;Active Growth Period;Year Round
6007;koaoha;ACKO2;Bloat;None
6007;koaoha;ACKO2;C:N Ratio;Low
6007;koaoha;ACKO2;Coppice Potential;No
6007;koaoha;ACKO2;Fall Conspicuous;No
6007;koaoha;ACKO2;Fire Resistant;No
6007;koaoha;ACKO2;Flower Color;Yellow
6007;koaoha;ACKO2;Flower Conspicuous;Yes
6007;koaoha;ACKO2;Foliage Color;Green
6007;koaoha;ACKO2;Foliage Porosity Summer;Dense
6007;koaoha;ACKO2;Foliage Porosity Winter;Dense
6007;koaoha;ACKO2;Foliage Texture;Fine
6007;koaoha;ACKO2;Fruit/Seed Color;Yellow
6007;koaoha;ACKO2;Fruit/Seed Conspicuous;Yes
6007;koaoha;ACKO2;Growth Rate;Rapid
6007;koaoha;ACKO2;Height at 20 Years, Maximum (feet);60
6007;koaoha;ACKO2;Height, Mature (feet);40.0
6007;koaoha;ACKO2;Known Allelopath;No
6007;koaoha;ACKO2;Leaf Retention;Yes
6007;koaoha;ACKO2;Lifespan;Long
6007;koaoha;ACKO2;Low Growing Grass;No
6007;koaoha;ACKO2;Nitrogen Fixation;High
6007;koaoha;ACKO2;Resprout Ability;No
6007;koaoha;ACKO2;Shape and Orientation;Rounded
6007;koaoha;ACKO2;Toxicity;Slight
6007;koaoha;ACKO2;Adapted to Coarse Textured Soils;Yes
6007;koaoha;ACKO2;Adapted to Fine Textured Soils;No
6007;koaoha;ACKO2;Adapted to Medium Textured Soils;Yes
6007;koaoha;ACKO2;Anaerobic Tolerance;None
6007;koaoha;ACKO2;CaCO3 Tolerance;Medium
6007;koaoha;ACKO2;Cold Stratification Required;No
6007;koaoha;ACKO2;Drought Tolerance;Low
6007;koaoha;ACKO2;Fertility Requirement;Medium
6007;koaoha;ACKO2;Fire Tolerance;Low
6007;koaoha;ACKO2;Frost Free Days, Minimum;365
6007;koaoha;ACKO2;Hedge Tolerance;Low
6007;koaoha;ACKO2;pH, Maximum;7.4
6007;koaoha;ACKO2;pH, Minimum;4.0
6007;koaoha;ACKO2;Planting Density per Acre, Maximum;640
6007;koaoha;ACKO2;Planting Density per Acre, Minimum;320
6007;koaoha;ACKO2;Precipitation, Maximum;200
6007;koaoha;ACKO2;Precipitation, Minimum;33
6007;koaoha;ACKO2;Root Depth, Minimum (inches);36
6007;koaoha;ACKO2;Salinity Tolerance;None
6007;koaoha;ACKO2;Shade Tolerance;Intolerant
6007;koaoha;ACKO2;Temperature, Minimum (°F);25
6007;koaoha;ACKO2;Bloom Period;Early Spring
6007;koaoha;ACKO2;Fruit/Seed Period Begin;Year Round
6007;koaoha;ACKO2;Fruit/Seed Period End;Year Round
6007;koaoha;ACKO2;Fruit/Seed Persistence;Yes
6007;koaoha;ACKO2;Propagated by Bare Root;No
6007;koaoha;ACKO2;Propagated by Bulb;No
6007;koaoha;ACKO2;Propagated by Container;No
6007;koaoha;ACKO2;Propagated by Corm;No
6007;koaoha;ACKO2;Propagated by Cuttings;No
6007;koaoha;ACKO2;Propagated by Seed;Yes
6007;koaoha;ACKO2;Propagated by Sod;No
6007;koaoha;ACKO2;Propagated by Sprigs;No
6007;koaoha;ACKO2;Propagated by Tubers;No
6007;koaoha;ACKO2;Seed per Pound;40824
6007;koaoha;ACKO2;Seedling Vigor;Low
6007;koaoha;ACKO2;Small Grain;No
6007;koaoha;ACKO2;Berry/Nut/Seed Product;Yes
6007;koaoha;ACKO2;Christmas Tree Product;No
6007;koaoha;ACKO2;Fodder Product;No
6007;koaoha;ACKO2;Fuelwood Product;Low
6007;koaoha;ACKO2;Lumber Product;Yes
6007;koaoha;ACKO2;Naval Store Product;No
6007;koaoha;ACKO2;Nursery Stock Product;No
6007;koaoha;ACKO2;Palatable Browse Animal;Low
6007;koaoha;ACKO2;Palatable Graze Animal;Low
6007;koaoha;ACKO2;Palatable Human;Yes
6007;koaoha;ACKO2;Post Product;No
6007;koaoha;ACKO2;Pulpwood Product;No
6007;koaoha;ACKO2;Veneer Product;No
6019;Sydney golden wattle;ACLO;Active Growth Period;Spring and Summer
6019;Sydney golden wattle;ACLO;Bloat;None
6019;Sydney golden wattle;ACLO;C:N Ratio;High
6019;Sydney golden wattle;ACLO;Coppice Potential;Yes
6019;Sydney golden wattle;ACLO;Fall Conspicuous;No
6019;Sydney golden wattle;ACLO;Fire Resistant;No
6019;Sydney golden wattle;ACLO;Flower Color;Yellow
6019;Sydney golden wattle;ACLO;Flower Conspicuous;Yes
6019;Sydney golden wattle;ACLO;Foliage Color;Green
6019;Sydney golden wattle;ACLO;Foliage Porosity Summer;Dense
6019;Sydney golden wattle;ACLO;Foliage Porosity Winter;Dense
6019;Sydney golden wattle;ACLO;Foliage Texture;Fine
6019;Sydney golden wattle;ACLO;Fruit/Seed Color;Brown
6019;Sydney golden wattle;ACLO;Fruit/Seed Conspicuous;Yes
6019;Sydney golden wattle;ACLO;Growth Form;Multiple Stem
6019;Sydney golden wattle;ACLO;Growth Rate;Rapid
6019;Sydney golden wattle;ACLO;Height at 20 Years, Maximum (feet);20
6019;Sydney golden wattle;ACLO;Height, Mature (feet);20.0
6019;Sydney golden wattle;ACLO;Known Allelopath;No
6019;Sydney golden wattle;ACLO;Leaf Retention;Yes
6019;Sydney golden wattle;ACLO;Lifespan;Short
6019;Sydney golden wattle;ACLO;Low Growing Grass;No
6019;Sydney golden wattle;ACLO;Nitrogen Fixation;Medium
6019;Sydney golden wattle;ACLO;Resprout Ability;Yes
6019;Sydney golden wattle;ACLO;Shape and Orientation;Semi-Erect
6019;Sydney golden wattle;ACLO;Toxicity;None
6019;Sydney golden wattle;ACLO;Adapted to Coarse Textured Soils;Yes
6019;Sydney golden wattle;ACLO;Adapted to Fine Textured Soils;Yes
6019;Sydney golden wattle;ACLO;Adapted to Medium Textured Soils;Yes
6019;Sydney golden wattle;ACLO;Anaerobic Tolerance;None
6019;Sydney golden wattle;ACLO;CaCO3 Tolerance;Low
6019;Sydney golden wattle;ACLO;Cold Stratification Required;No
6019;Sydney golden wattle;ACLO;Drought Tolerance;High
6019;Sydney golden wattle;ACLO;Fertility Requirement;Low
6019;Sydney golden wattle;ACLO;Fire Tolerance;Medium
6019;Sydney golden wattle;ACLO;Frost Free Days, Minimum;180
6019;Sydney golden wattle;ACLO;Hedge Tolerance;High
6019;Sydney golden wattle;ACLO;Moisture Use;Medium
6019;Sydney golden wattle;ACLO;pH, Maximum;8.3
6019;Sydney golden wattle;ACLO;pH, Minimum;6.0
6019;Sydney golden wattle;ACLO;Planting Density per Acre, Maximum;1200
6019;Sydney golden wattle;ACLO;Planting Density per Acre, Minimum;700
6019;Sydney golden wattle;ACLO;Precipitation, Maximum;40
6019;Sydney golden wattle;ACLO;Precipitation, Minimum;16
6019;Sydney golden wattle;ACLO;Root Depth, Minimum (inches);24
6019;Sydney golden wattle;ACLO;Salinity Tolerance;Low
6019;Sydney golden wattle;ACLO;Shade Tolerance;Intolerant
6019;Sydney golden wattle;ACLO;Temperature, Minimum (°F);14
6019;Sydney golden wattle;ACLO;Bloom Period;Summer
6019;Sydney golden wattle;ACLO;Commercial Availability;Routinely Available
6019;Sydney golden wattle;ACLO;Fruit/Seed Abundance;High
6019;Sydney golden wattle;ACLO;Fruit/Seed Period Begin;Summer
6019;Sydney golden wattle;ACLO;Fruit/Seed Period End;Fall
6019;Sydney golden wattle;ACLO;Fruit/Seed Persistence;Yes
6019;Sydney golden wattle;ACLO;Propagated by Bare Root;Yes
6019;Sydney golden wattle;ACLO;Propagated by Bulb;No
6019;Sydney golden wattle;ACLO;Propagated by Container;Yes
6019;Sydney golden wattle;ACLO;Propagated by Corm;No
6019;Sydney golden wattle;ACLO;Propagated by Cuttings;Yes
6019;Sydney golden wattle;ACLO;Propagated by Seed;Yes
6019;Sydney golden wattle;ACLO;Propagated by Sod;No
6019;Sydney golden wattle;ACLO;Propagated by Sprigs;No
6019;Sydney golden wattle;ACLO;Propagated by Tubers;No
6019;Sydney golden wattle;ACLO;Seed per Pound;33000
6019;Sydney golden wattle;ACLO;Seed Spread Rate;Slow
6019;Sydney golden wattle;ACLO;Seedling Vigor;Medium
6019;Sydney golden wattle;ACLO;Small Grain;No
6019;Sydney golden wattle;ACLO;Vegetative Spread Rate;None
6019;Sydney golden wattle;ACLO;Berry/Nut/Seed Product;No
6019;Sydney golden wattle;ACLO;Christmas Tree Product;No
6019;Sydney golden wattle;ACLO;Fodder Product;No
6019;Sydney golden wattle;ACLO;Lumber Product;No
6019;Sydney golden wattle;ACLO;Naval Store Product;No
6019;Sydney golden wattle;ACLO;Nursery Stock Product;Yes
6019;Sydney golden wattle;ACLO;Palatable Browse Animal;Low
6019;Sydney golden wattle;ACLO;Palatable Human;No
6019;Sydney golden wattle;ACLO;Post Product;No
6019;Sydney golden wattle;ACLO;Protein Potential;Low
6019;Sydney golden wattle;ACLO;Pulpwood Product;No
6019;Sydney golden wattle;ACLO;Veneer Product;No
6008;porknut;ACMA;NA;NA
6009;black wattle;ACMA12;NA;NA
6010;black wattle;ACME80;NA;NA
6011;blackwood;ACME;Active Growth Period;Spring and Summer
6011;blackwood;ACME;Bloat;None
6011;blackwood;ACME;C:N Ratio;High
6011;blackwood;ACME;Coppice Potential;Yes
6011;blackwood;ACME;Fall Conspicuous;No
6011;blackwood;ACME;Fire Resistant;No
6011;blackwood;ACME;Flower Color;White
6011;blackwood;ACME;Flower Conspicuous;Yes
6011;blackwood;ACME;Foliage Color;Dark Green
6011;blackwood;ACME;Foliage Porosity Summer;Moderate
6011;blackwood;ACME;Foliage Porosity Winter;Moderate
6011;blackwood;ACME;Foliage Texture;Fine
6011;blackwood;ACME;Fruit/Seed Color;Brown
6011;blackwood;ACME;Fruit/Seed Conspicuous;Yes
6011;blackwood;ACME;Growth Form;Multiple Stem
6011;blackwood;ACME;Growth Rate;Rapid
